Tag_Number,Plant_Unit_Code,Subsystem_Description,Equipment_Service_Name,PID_Drawing_Reference,Instrument_Type,Measurement_Unit,Calibrated_Span,Design_Code_Standard,Metallurgy_Specification,Piping_Line_Size_Inches,Flange_Rating_ANSI,Design_Pressure_PSIG,Operating_Pressure_PSIG,Design_Temp_DegC,Operating_Temp_DegC,Safety_Integrity_Level,Voting_Logic,Normal_Operating_Value,Alarm_Low_PAL,Alarm_High_PAH,Trip_Low_PSLL,Trip_High_PSHH,Fail_Safe_Position,Four_Eyes_Auth_Required,Last_Calibration_Date,Next_Calibration_Due,Health_Integrity_Status,Assigned_Area_Engineer
02-VT-121B,Unit 02 - DHDT,Diesel Hydrotreating Complex,Unit 02 - DHDT Bearing Vibration Accelerometer Loop #121,PID-MRPL-DHDT-121-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,24,2500# RTJ,1163,861,171,136,Non-SIL,1oo1,2.31,1.0,4.5,0.5,7.0,N/A,FALSE,2024-12-02,2025-12-02,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
05-AT-122C,Unit 05 - SRU,Sulfur Recovery & Tail Gas Treatment,Unit 05 - SRU Online Gas Analyzer (H2S/O2/CO) Loop #122,PID-MRPL-SRU-122-REV4.2,Online Gas Analyzer (H2S/O2/CO),ppm,0 - 500 ppm,API 610 / API 682 / IEC 61508,Titanium Grade 2 Seamless,6,600# RF,336,277,254,179,SIL-1,1oo1,5.56,0.0,15.0,0.0,50.0,N/A,FALSE,2024-04-04,2025-04-04,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
06-AT-123D,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Online Gas Analyzer (H2S/O2/CO) Loop #123,PID-MRPL-PPU-123-REV4.2,Online Gas Analyzer (H2S/O2/CO),ppm,0 - 500 ppm,API 610 / API 682 / IEC 61508,SA-516 Gr 70 Boiler Quality,8,2500# RTJ,353,215,356,272,SIL-3,2oo3,4.93,0.0,15.0,0.0,50.0,N/A,TRUE,2024-05-19,2025-05-19,OPTIMAL (Normal In-Service Calibration),Er. Sunita Patil (EMP-2490)
08-FT-124A,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO Flow Transmitter Loop #124,PID-MRPL-SWRO-124-REV4.2,Flow Transmitter,MT/h,0 - 300 MT/h,API 610 / API 682 / IEC 61508,ASTM A743 Gr CA6NM (12% Cr),16,600# RF,246,155,209,158,SIL-1,1oo1,177.56,130.0,220.0,100.0,245.0,N/A,FALSE,2024-11-06,2025-11-06,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
08-FT-125B,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO Flow Transmitter Loop #125,PID-MRPL-SWRO-125-REV4.2,Flow Transmitter,MT/h,0 - 300 MT/h,API 610 / API 682 / IEC 61508,AISI 316L Stainless Steel,8,600# RF,794,600,246,202,SIL-1,1oo1,183.61,130.0,220.0,100.0,245.0,N/A,FALSE,2024-07-27,2025-07-27,OPTIMAL (Normal In-Service Calibration),Er. S. P. Hegde (EMP-2914)
05-MOV-126C,Unit 05 - SRU,Sulfur Recovery & Tail Gas Treatment,Unit 05 - SRU Motor Operated Isolation Valve Loop #126,PID-MRPL-SRU-126-REV4.2,Motor Operated Isolation Valve,Status,Full Stroke Open/Close,API 610 / API 682 / IEC 61508,UNS S31803 2205 Duplex Stainless Steel,4,900# RTJ,1417,983,461,362,SIL-2,1oo2,0.95,0.0,1.0,0.0,1.0,Fail Locked (FL),TRUE,2024-12-31,2025-12-31,OPTIMAL (Normal In-Service Calibration),Er. S. P. Hegde (EMP-2914)
02-MOV-127D,Unit 02 - DHDT,Diesel Hydrotreating Complex,Unit 02 - DHDT Motor Operated Isolation Valve Loop #127,PID-MRPL-DHDT-127-REV4.2,Motor Operated Isolation Valve,Status,Full Stroke Open/Close,API 610 / API 682 / IEC 61508,SA-516 Gr 70 Boiler Quality,2,1500# RTJ,1022,659,506,398,Non-SIL,1oo1,1.07,0.0,1.0,0.0,1.0,Fail Locked (FL),FALSE,2024-12-30,2025-12-30,OPTIMAL (Normal In-Service Calibration),Er. Sunita Patil (EMP-2490)
01-XV-128A,Unit 01 - CDU/VDU,Atmospheric & Vacuum Distillation,Unit 01 - CDU/VDU Emergency Shutdown (ESD) Valve Loop #128,PID-MRPL-CDU-128-REV4.2,Emergency Shutdown (ESD) Valve,Status,Trip Action Fast Stroke,API 610 / API 682 / IEC 61508,SA-516 Gr 70 Boiler Quality,36,900# RTJ,497,374,490,352,SIL-2,1oo2,0.98,0.0,1.0,0.0,1.0,Fail Closed (FC),TRUE,2024-04-08,2025-04-08,CRITICAL (Immediate Turnaround Recalibration),Er. Anand Rao (EMP-1829)
02-VT-129B,Unit 02 - DHDT,Diesel Hydrotreating Complex,Unit 02 - DHDT Bearing Vibration Accelerometer Loop #129,PID-MRPL-DHDT-129-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,AISI 316L Stainless Steel,8,600# RF,1540,1200,424,302,SIL-3,2oo3,2.36,1.0,4.5,0.5,7.0,N/A,TRUE,2024-07-04,2025-07-04,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
06-SV-130C,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU ASME VIII Safety Relief Valve Loop #130,PID-MRPL-PPU-130-REV4.2,ASME VIII Safety Relief Valve,barg,Pop Set Pressure,API 610 / API 682 / IEC 61508,SA-387 Gr 11 Class 2 Alloy Steel,8,1500# RTJ,1459,974,211,178,SIL-3,2oo3,0.0,0.0,0.0,0.0,88.0,Fail Open (FO),TRUE,2024-07-22,2025-07-22,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
03-FT-131D,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU Flow Transmitter Loop #131,PID-MRPL-FCCU-131-REV4.2,Flow Transmitter,MT/h,0 - 300 MT/h,API 610 / API 682 / IEC 61508,SA-516 Gr 70 Boiler Quality,3,600# RF,1508,1088,273,234,SIL-3,2oo3,199.56,130.0,220.0,100.0,245.0,N/A,TRUE,2024-06-12,2025-06-12,OPTIMAL (Normal In-Service Calibration),Er. Sunita Patil (EMP-2490)
04-SV-132A,Unit 04 - HGU,Steam Methane Hydrogen Generation,Unit 04 - HGU ASME VIII Safety Relief Valve Loop #132,PID-MRPL-HGU-132-REV4.2,ASME VIII Safety Relief Valve,barg,Pop Set Pressure,API 610 / API 682 / IEC 61508,ASTM A106 Gr B Carbon Steel,20,600# RF,952,800,362,253,SIL-1,1oo1,0.0,0.0,0.0,0.0,88.0,Fail Open (FO),TRUE,2024-08-24,2025-08-24,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
02-XV-133B,Unit 02 - DHDT,Diesel Hydrotreating Complex,Unit 02 - DHDT Emergency Shutdown (ESD) Valve Loop #133,PID-MRPL-DHDT-133-REV4.2,Emergency Shutdown (ESD) Valve,Status,Trip Action Fast Stroke,API 610 / API 682 / IEC 61508,AISI 316L Stainless Steel,6,1500# RTJ,1046,669,153,131,SIL-3,2oo3,0.93,0.0,1.0,0.0,1.0,Fail Closed (FC),TRUE,2024-08-24,2025-08-24,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
02-VT-134C,Unit 02 - DHDT,Diesel Hydrotreating Complex,Unit 02 - DHDT Bearing Vibration Accelerometer Loop #134,PID-MRPL-DHDT-134-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,UNS S31803 2205 Duplex Stainless Steel,24,2500# RTJ,362,286,335,254,Non-SIL,1oo1,2.21,1.0,4.5,0.5,7.0,N/A,FALSE,2024-05-01,2025-05-01,OPTIMAL (Normal In-Service Calibration),Er. S. P. Hegde (EMP-2914)
06-LT-135D,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Level Radar Transmitter Loop #135,PID-MRPL-PPU-135-REV4.2,Level Radar Transmitter,%,0 - 100 %,API 610 / API 682 / IEC 61508,UNS S31803 2205 Duplex Stainless Steel,24,1500# RTJ,1253,1044,549,392,Non-SIL,1oo1,56.86,35.0,75.0,20.0,85.0,N/A,FALSE,2024-04-17,2025-04-17,OPTIMAL (Normal In-Service Calibration),Er. Sunita Patil (EMP-2490)
07-CV-136A,Unit 07 - SPM/COT,Single Point Mooring & Tank Farm,Unit 07 - SPM/COT Pneumatic Control Valve Loop #136,PID-MRPL-SPM-136-REV4.2,Pneumatic Control Valve,% Open,0 - 100 % Travel,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,24,150# RF,735,559,481,377,Non-SIL,1oo1,50.76,10.0,90.0,5.0,95.0,Fail Closed (FC),FALSE,2024-11-24,2025-11-24,OPTIMAL (Normal In-Service Calibration),Er. Anand Rao (EMP-1829)
06-VT-137B,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Bearing Vibration Accelerometer Loop #137,PID-MRPL-PPU-137-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,AISI 316L Stainless Steel,8,900# RTJ,1546,1106,323,228,Non-SIL,1oo1,2.3,1.0,4.5,0.5,7.0,N/A,FALSE,2024-07-14,2025-07-14,OPTIMAL (Normal In-Service Calibration),Er. Sunita Patil (EMP-2490)
04-VT-138C,Unit 04 - HGU,Steam Methane Hydrogen Generation,Unit 04 - HGU Bearing Vibration Accelerometer Loop #138,PID-MRPL-HGU-138-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,Incoloy 800H High Temp Alloy,12,600# RF,1691,1413,238,206,SIL-1,1oo1,2.32,1.0,4.5,0.5,7.0,N/A,FALSE,2024-07-03,2025-07-03,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
06-MOV-139D,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Motor Operated Isolation Valve Loop #139,PID-MRPL-PPU-139-REV4.2,Motor Operated Isolation Valve,Status,Full Stroke Open/Close,API 610 / API 682 / IEC 61508,AISI 316L Stainless Steel,16,300# RF,254,210,448,341,Non-SIL,1oo1,1.07,0.0,1.0,0.0,1.0,Fail Locked (FL),FALSE,2024-06-23,2025-06-23,ALERT (Scheduled Inspection Window),Er. Anand Rao (EMP-1829)
02-SV-140A,Unit 02 - DHDT,Diesel Hydrotreating Complex,Unit 02 - DHDT ASME VIII Safety Relief Valve Loop #140,PID-MRPL-DHDT-140-REV4.2,ASME VIII Safety Relief Valve,barg,Pop Set Pressure,API 610 / API 682 / IEC 61508,ASTM A106 Gr B Carbon Steel,4,600# RF,1804,1347,133,94,Non-SIL,1oo1,0.0,0.0,0.0,0.0,88.0,Fail Open (FO),TRUE,2024-06-16,2025-06-16,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
07-VT-141B,Unit 07 - SPM/COT,Single Point Mooring & Tank Farm,Unit 07 - SPM/COT Bearing Vibration Accelerometer Loop #141,PID-MRPL-SPM-141-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,Titanium Grade 2 Seamless,12,150# RF,1449,981,518,381,Non-SIL,1oo1,2.08,1.0,4.5,0.5,7.0,N/A,FALSE,2024-05-02,2025-05-02,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
04-SV-142C,Unit 04 - HGU,Steam Methane Hydrogen Generation,Unit 04 - HGU ASME VIII Safety Relief Valve Loop #142,PID-MRPL-HGU-142-REV4.2,ASME VIII Safety Relief Valve,barg,Pop Set Pressure,API 610 / API 682 / IEC 61508,Incoloy 800H High Temp Alloy,36,300# RF,614,468,254,204,SIL-2,1oo2,0.0,0.0,0.0,0.0,88.0,Fail Open (FO),TRUE,2024-07-06,2025-07-06,OPTIMAL (Normal In-Service Calibration),Er. Sunita Patil (EMP-2490)
06-AT-143D,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Online Gas Analyzer (H2S/O2/CO) Loop #143,PID-MRPL-PPU-143-REV4.2,Online Gas Analyzer (H2S/O2/CO),ppm,0 - 500 ppm,API 610 / API 682 / IEC 61508,ASTM A743 Gr CA6NM (12% Cr),48,1500# RTJ,1676,1008,533,410,SIL-2,1oo2,5.15,0.0,15.0,0.0,50.0,N/A,TRUE,2024-09-21,2025-09-21,OPTIMAL (Normal In-Service Calibration),Er. Sunita Patil (EMP-2490)
08-TT-144A,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO Temperature Transmitter Loop #144,PID-MRPL-SWRO-144-REV4.2,Temperature Transmitter,deg C,0 - 500 deg C,API 610 / API 682 / IEC 61508,ASTM A106 Gr B Carbon Steel,2,1500# RTJ,460,373,162,113,SIL-3,2oo3,332.33,310.0,385.0,270.0,410.0,N/A,TRUE,2024-10-12,2025-10-12,OPTIMAL (Normal In-Service Calibration),Er. Anand Rao (EMP-1829)
07-TT-145B,Unit 07 - SPM/COT,Single Point Mooring & Tank Farm,Unit 07 - SPM/COT Temperature Transmitter Loop #145,PID-MRPL-SPM-145-REV4.2,Temperature Transmitter,deg C,0 - 500 deg C,API 610 / API 682 / IEC 61508,UNS S31803 2205 Duplex Stainless Steel,2,1500# RTJ,1780,1182,475,385,Non-SIL,1oo1,371.76,310.0,385.0,270.0,410.0,N/A,FALSE,2024-12-01,2025-12-01,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
08-XV-146C,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO Emergency Shutdown (ESD) Valve Loop #146,PID-MRPL-SWRO-146-REV4.2,Emergency Shutdown (ESD) Valve,Status,Trip Action Fast Stroke,API 610 / API 682 / IEC 61508,Titanium Grade 2 Seamless,2,600# RF,1649,1240,271,235,SIL-2,1oo2,0.95,0.0,1.0,0.0,1.0,Fail Closed (FC),TRUE,2024-12-05,2025-12-05,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
03-AT-147D,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU Online Gas Analyzer (H2S/O2/CO) Loop #147,PID-MRPL-FCCU-147-REV4.2,Online Gas Analyzer (H2S/O2/CO),ppm,0 - 500 ppm,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,6,600# RF,565,403,419,367,SIL-1,1oo1,4.91,0.0,15.0,0.0,50.0,N/A,FALSE,2024-05-04,2025-05-04,ALERT (Scheduled Inspection Window),Er. Sunita Patil (EMP-2490)
08-MOV-148A,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO Motor Operated Isolation Valve Loop #148,PID-MRPL-SWRO-148-REV4.2,Motor Operated Isolation Valve,Status,Full Stroke Open/Close,API 610 / API 682 / IEC 61508,Titanium Grade 2 Seamless,12,150# RF,741,469,505,424,SIL-2,1oo2,0.95,0.0,1.0,0.0,1.0,Fail Locked (FL),TRUE,2024-12-24,2025-12-24,ALERT (Scheduled Inspection Window),Er. M. B. Nayak (EMP-4102)
01-XV-149B,Unit 01 - CDU/VDU,Atmospheric & Vacuum Distillation,Unit 01 - CDU/VDU Emergency Shutdown (ESD) Valve Loop #149,PID-MRPL-CDU-149-REV4.2,Emergency Shutdown (ESD) Valve,Status,Trip Action Fast Stroke,API 610 / API 682 / IEC 61508,ASTM A106 Gr B Carbon Steel,16,150# RF,1695,1405,270,203,Non-SIL,1oo1,0.92,0.0,1.0,0.0,1.0,Fail Closed (FC),TRUE,2024-09-14,2025-09-14,OPTIMAL (Normal In-Service Calibration),Er. Sunita Patil (EMP-2490)
07-VT-150C,Unit 07 - SPM/COT,Single Point Mooring & Tank Farm,Unit 07 - SPM/COT Bearing Vibration Accelerometer Loop #150,PID-MRPL-SPM-150-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,36,900# RTJ,169,120,508,433,SIL-1,1oo1,2.1,1.0,4.5,0.5,7.0,N/A,FALSE,2024-10-30,2025-10-30,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
02-CV-151D,Unit 02 - DHDT,Diesel Hydrotreating Complex,Unit 02 - DHDT Pneumatic Control Valve Loop #151,PID-MRPL-DHDT-151-REV4.2,Pneumatic Control Valve,% Open,0 - 100 % Travel,API 610 / API 682 / IEC 61508,SA-516 Gr 70 Boiler Quality,24,600# RF,922,593,548,431,Non-SIL,1oo1,45.17,10.0,90.0,5.0,95.0,Fail Closed (FC),FALSE,2024-12-21,2025-12-21,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
04-XV-152A,Unit 04 - HGU,Steam Methane Hydrogen Generation,Unit 04 - HGU Emergency Shutdown (ESD) Valve Loop #152,PID-MRPL-HGU-152-REV4.2,Emergency Shutdown (ESD) Valve,Status,Trip Action Fast Stroke,API 610 / API 682 / IEC 61508,AISI 316L Stainless Steel,8,150# RF,927,621,495,412,SIL-3,2oo3,1.03,0.0,1.0,0.0,1.0,Fail Closed (FC),TRUE,2024-04-10,2025-04-10,OPTIMAL (Normal In-Service Calibration),Er. Sunita Patil (EMP-2490)
03-LT-153B,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU Level Radar Transmitter Loop #153,PID-MRPL-FCCU-153-REV4.2,Level Radar Transmitter,%,0 - 100 %,API 610 / API 682 / IEC 61508,UNS S31803 2205 Duplex Stainless Steel,6,2500# RTJ,1061,776,136,99,SIL-2,1oo2,55.23,35.0,75.0,20.0,85.0,N/A,TRUE,2024-06-08,2025-06-08,OPTIMAL (Normal In-Service Calibration),Er. S. P. Hegde (EMP-2914)
06-CV-154C,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Pneumatic Control Valve Loop #154,PID-MRPL-PPU-154-REV4.2,Pneumatic Control Valve,% Open,0 - 100 % Travel,API 610 / API 682 / IEC 61508,ASTM A106 Gr B Carbon Steel,4,150# RF,1496,1122,530,425,SIL-3,2oo3,45.25,10.0,90.0,5.0,95.0,Fail Closed (FC),TRUE,2024-07-11,2025-07-11,ALERT (Scheduled Inspection Window),Er. Jane D'Souza (EMP-7102)
06-AT-155D,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Online Gas Analyzer (H2S/O2/CO) Loop #155,PID-MRPL-PPU-155-REV4.2,Online Gas Analyzer (H2S/O2/CO),ppm,0 - 500 ppm,API 610 / API 682 / IEC 61508,AISI 316L Stainless Steel,2,300# RF,1734,1288,306,229,SIL-3,2oo3,5.39,0.0,15.0,0.0,50.0,N/A,TRUE,2024-12-07,2025-12-07,OPTIMAL (Normal In-Service Calibration),Er. Sunita Patil (EMP-2490)
05-VT-156A,Unit 05 - SRU,Sulfur Recovery & Tail Gas Treatment,Unit 05 - SRU Bearing Vibration Accelerometer Loop #156,PID-MRPL-SRU-156-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,AISI 316L Stainless Steel,30,2500# RTJ,682,462,514,445,SIL-3,2oo3,2.03,1.0,4.5,0.5,7.0,N/A,TRUE,2024-12-17,2025-12-17,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
08-PT-157B,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO Pressure Transmitter Loop #157,PID-MRPL-SWRO-157-REV4.2,Pressure Transmitter,barg,0 - 100 barg,API 610 / API 682 / IEC 61508,UNS S31803 2205 Duplex Stainless Steel,6,150# RF,195,158,187,133,Non-SIL,1oo1,77.26,60.0,80.0,50.0,85.0,N/A,FALSE,2024-11-16,2025-11-16,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
01-VT-158C,Unit 01 - CDU/VDU,Atmospheric & Vacuum Distillation,Unit 01 - CDU/VDU Bearing Vibration Accelerometer Loop #158,PID-MRPL-CDU-158-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,Titanium Grade 2 Seamless,16,1500# RTJ,874,555,140,120,Non-SIL,1oo1,2.21,1.0,4.5,0.5,7.0,N/A,FALSE,2024-03-29,2025-03-29,OPTIMAL (Normal In-Service Calibration),Er. S. P. Hegde (EMP-2914)
03-CV-159D,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU Pneumatic Control Valve Loop #159,PID-MRPL-FCCU-159-REV4.2,Pneumatic Control Valve,% Open,0 - 100 % Travel,API 610 / API 682 / IEC 61508,AISI 316L Stainless Steel,12,2500# RTJ,1814,1152,204,165,Non-SIL,1oo1,52.01,10.0,90.0,5.0,95.0,Fail Closed (FC),FALSE,2024-07-25,2025-07-25,OPTIMAL (Normal In-Service Calibration),Er. S. P. Hegde (EMP-2914)
02-XV-160A,Unit 02 - DHDT,Diesel Hydrotreating Complex,Unit 02 - DHDT Emergency Shutdown (ESD) Valve Loop #160,PID-MRPL-DHDT-160-REV4.2,Emergency Shutdown (ESD) Valve,Status,Trip Action Fast Stroke,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,10,150# RF,1169,764,494,358,Non-SIL,1oo1,0.95,0.0,1.0,0.0,1.0,Fail Closed (FC),TRUE,2024-06-09,2025-06-09,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
08-PT-161B,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO Pressure Transmitter Loop #161,PID-MRPL-SWRO-161-REV4.2,Pressure Transmitter,barg,0 - 100 barg,API 610 / API 682 / IEC 61508,Titanium Grade 2 Seamless,30,600# RF,440,342,291,243,Non-SIL,1oo1,77.34,60.0,80.0,50.0,85.0,N/A,FALSE,2024-10-01,2025-10-01,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
06-TT-162C,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Temperature Transmitter Loop #162,PID-MRPL-PPU-162-REV4.2,Temperature Transmitter,deg C,0 - 500 deg C,API 610 / API 682 / IEC 61508,UNS S31803 2205 Duplex Stainless Steel,30,600# RF,261,176,367,258,SIL-2,1oo2,348.84,310.0,385.0,270.0,410.0,N/A,TRUE,2024-09-27,2025-09-27,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
08-MOV-163D,Unit 08 - SWRO,30 MLD Sea Water Desalination Facility,Unit 08 - SWRO Motor Operated Isolation Valve Loop #163,PID-MRPL-SWRO-163-REV4.2,Motor Operated Isolation Valve,Status,Full Stroke Open/Close,API 610 / API 682 / IEC 61508,ASTM A743 Gr CA6NM (12% Cr),6,900# RTJ,891,610,399,290,SIL-2,1oo2,1.05,0.0,1.0,0.0,1.0,Fail Locked (FL),TRUE,2024-08-01,2025-08-01,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
03-MOV-164A,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU Motor Operated Isolation Valve Loop #164,PID-MRPL-FCCU-164-REV4.2,Motor Operated Isolation Valve,Status,Full Stroke Open/Close,API 610 / API 682 / IEC 61508,ASTM A743 Gr CA6NM (12% Cr),10,300# RF,1021,835,226,170,SIL-3,2oo3,0.95,0.0,1.0,0.0,1.0,Fail Locked (FL),TRUE,2024-09-07,2025-09-07,OPTIMAL (Normal In-Service Calibration),Er. M. B. Nayak (EMP-4102)
03-LT-165B,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU Level Radar Transmitter Loop #165,PID-MRPL-FCCU-165-REV4.2,Level Radar Transmitter,%,0 - 100 %,API 610 / API 682 / IEC 61508,ASTM A106 Gr B Carbon Steel,8,150# RF,675,476,306,265,Non-SIL,1oo1,58.95,35.0,75.0,20.0,85.0,N/A,FALSE,2024-08-31,2025-08-31,OPTIMAL (Normal In-Service Calibration),Er. Sunita Patil (EMP-2490)
06-VT-166C,Unit 06 - PPU,Polypropylene Polymer Plant,Unit 06 - PPU Bearing Vibration Accelerometer Loop #166,PID-MRPL-PPU-166-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,ASTM A216 Gr WCB Cast Steel,10,1500# RTJ,276,180,373,268,SIL-2,1oo2,2.04,1.0,4.5,0.5,7.0,N/A,TRUE,2024-11-05,2025-11-05,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
05-VT-167D,Unit 05 - SRU,Sulfur Recovery & Tail Gas Treatment,Unit 05 - SRU Bearing Vibration Accelerometer Loop #167,PID-MRPL-SRU-167-REV4.2,Bearing Vibration Accelerometer,mm/s RMS,0 - 25 mm/s,API 610 / API 682 / IEC 61508,SA-516 Gr 70 Boiler Quality,2,300# RF,1713,1046,396,281,SIL-1,1oo1,2.23,1.0,4.5,0.5,7.0,N/A,FALSE,2024-09-04,2025-09-04,OPTIMAL (Normal In-Service Calibration),Er. R. K. Shenoy (EMP-3841)
07-PT-168A,Unit 07 - SPM/COT,Single Point Mooring & Tank Farm,Unit 07 - SPM/COT Pressure Transmitter Loop #168,PID-MRPL-SPM-168-REV4.2,Pressure Transmitter,barg,0 - 100 barg,API 610 / API 682 / IEC 61508,ASTM A106 Gr B Carbon Steel,20,2500# RTJ,977,709,461,366,Non-SIL,1oo1,70.54,60.0,80.0,50.0,85.0,N/A,FALSE,2024-04-14,2025-04-14,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
03-CV-169B,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU Pneumatic Control Valve Loop #169,PID-MRPL-FCCU-169-REV4.2,Pneumatic Control Valve,% Open,0 - 100 % Travel,API 610 / API 682 / IEC 61508,ASTM A743 Gr CA6NM (12% Cr),16,900# RTJ,1220,839,291,222,Non-SIL,1oo1,47.99,10.0,90.0,5.0,95.0,Fail Closed (FC),FALSE,2024-08-08,2025-08-08,OPTIMAL (Normal In-Service Calibration),Er. Jane D'Souza (EMP-7102)
03-XV-170C,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU Emergency Shutdown (ESD) Valve Loop #170,PID-MRPL-FCCU-170-REV4.2,Emergency Shutdown (ESD) Valve,Status,Trip Action Fast Stroke,API 610 / API 682 / IEC 61508,UNS S31803 2205 Duplex Stainless Steel,2,600# RF,1384,903,531,406,SIL-3,2oo3,1.03,0.0,1.0,0.0,1.0,Fail Closed (FC),TRUE,2024-05-25,2025-05-25,OPTIMAL (Normal In-Service Calibration),Er. S. P. Hegde (EMP-2914)
03-FT-171D,Unit 03 - PFCCU,Fluid Catalytic Cracking & PRU,Unit 03 - PFCCU Flow Transmitter Loop #171,PID-MRPL-FCCU-171-REV4.2,Flow Transmitter,MT/h,0 - 300 MT/h,API 610 / API 682 / IEC 61508,ASTM A743 Gr CA6NM (12% Cr),12,150# RF,268,201,301,220,Non-SIL,1oo1,185.27,130.0,220.0,100.0,245.0,N/A,FALSE,2024-11-14,2025-11-14,OPTIMAL (Normal In-Service Calibration),Er. Sunita Patil (EMP-2490)
